Gene	Essential	Non-essential	Unclear
scpC	FALSE	TRUE	FALSE
ygfI	FALSE	TRUE	FALSE
yggE	FALSE	TRUE	FALSE
argO	FALSE	TRUE	FALSE
mscS	FALSE	TRUE	FALSE
fbaA	TRUE	FALSE	FALSE
pgk	TRUE	FALSE	FALSE
epd	FALSE	TRUE	FALSE
yggC	FALSE	TRUE	FALSE
yggD	FALSE	TRUE	FALSE
yggF	FALSE	TRUE	FALSE
yggP	FALSE	TRUE	FALSE
cmtA	FALSE	TRUE	FALSE
cmtB	FALSE	TRUE	FALSE
tktA	FALSE	FALSE	TRUE
loiP	FALSE	TRUE	FALSE
speB	FALSE	TRUE	FALSE
speA	FALSE	TRUE	FALSE
yqgB	FALSE	TRUE	FALSE
yqgC	FALSE	TRUE	FALSE
metK	TRUE	FALSE	FALSE
galP	FALSE	TRUE	FALSE
yggI	FALSE	TRUE	FALSE
endA	FALSE	TRUE	FALSE
rsmE	FALSE	TRUE	FALSE
gshB	FALSE	TRUE	FALSE
yqgE	FALSE	TRUE	FALSE
yqgF	TRUE	FALSE	FALSE
yggR	FALSE	TRUE	FALSE
yggS	FALSE	TRUE	FALSE
yggT	FALSE	TRUE	FALSE
yggU	FALSE	TRUE	FALSE
rdgB	FALSE	TRUE	FALSE
yggW	FALSE	TRUE	FALSE
yggM	FALSE	TRUE	FALSE
ansB	FALSE	TRUE	FALSE
yggN	FALSE	TRUE	FALSE
yggL	FALSE	TRUE	FALSE
trmI	FALSE	TRUE	FALSE
mutY	FALSE	TRUE	FALSE
yggX	FALSE	TRUE	FALSE
mltC	FALSE	TRUE	FALSE
nupG	FALSE	TRUE	FALSE
speC	FALSE	TRUE	FALSE
yqgA	FALSE	TRUE	FALSE
yghD	FALSE	TRUE	FALSE
yghE	FALSE	TRUE	FALSE
yghF	FALSE	TRUE	FALSE
yghG	FALSE	TRUE	FALSE
pppA	FALSE	TRUE	FALSE
yghJ	FALSE	TRUE	FALSE
glcA	FALSE	TRUE	FALSE
glcB	FALSE	TRUE	FALSE
glcG	FALSE	TRUE	FALSE
glcF	FALSE	TRUE	FALSE
glcE	FALSE	TRUE	FALSE
glcD	FALSE	TRUE	FALSE
glcC	FALSE	TRUE	FALSE
yghO	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
yghQ	FALSE	TRUE	FALSE
yghR	FALSE	TRUE	FALSE
yghS	FALSE	TRUE	FALSE
yghT	FALSE	TRUE	FALSE
pitB	FALSE	TRUE	FALSE
gss	FALSE	TRUE	FALSE
yghU	FALSE	TRUE	FALSE
hybG	FALSE	TRUE	FALSE
hybF	FALSE	TRUE	FALSE
hybE	FALSE	TRUE	FALSE
hybD	FALSE	TRUE	FALSE
hybC	FALSE	TRUE	FALSE
hybB	FALSE	TRUE	FALSE
hybA	FALSE	TRUE	FALSE
hybO	FALSE	TRUE	FALSE
yghW	FALSE	TRUE	FALSE
yghX	FALSE	TRUE	FALSE
gpr	FALSE	TRUE	FALSE
yqhA	FALSE	TRUE	FALSE
yghA	FALSE	TRUE	FALSE
exbD	FALSE	TRUE	FALSE
exbB	FALSE	TRUE	FALSE
metC	FALSE	TRUE	FALSE
yghB	FALSE	TRUE	FALSE
yqhC	FALSE	TRUE	FALSE
yqhD	FALSE	TRUE	FALSE
dkgA	FALSE	TRUE	FALSE
yqhG	FALSE	TRUE	FALSE
yqhH	FALSE	TRUE	FALSE
ygiQ	FALSE	TRUE	FALSE
ftsP	FALSE	TRUE	FALSE
plsC	TRUE	FALSE	FALSE
parC	TRUE	FALSE	FALSE
ygiS	FALSE	TRUE	FALSE
mqsA	FALSE	TRUE	FALSE
mqsR	FALSE	TRUE	FALSE
ygiV	FALSE	TRUE	FALSE
ygiW	FALSE	TRUE	FALSE
qseB	FALSE	TRUE	FALSE
qseC	FALSE	TRUE	FALSE
ygiZ	FALSE	TRUE	FALSE
mdaB	FALSE	TRUE	FALSE
ygiN	FALSE	TRUE	FALSE
parE	TRUE	FALSE	FALSE
yqiA	FALSE	TRUE	FALSE
cpdA	FALSE	TRUE	FALSE
yqiB	FALSE	TRUE	FALSE
nudF	FALSE	TRUE	FALSE
tolC	FALSE	TRUE	FALSE
ygiB	FALSE	TRUE	FALSE
ygiC	FALSE	TRUE	FALSE
ygiD	FALSE	TRUE	FALSE
zupT	FALSE	TRUE	FALSE
ribB	FALSE	TRUE	FALSE
yqiC	FALSE	TRUE	FALSE
ygiL	FALSE	TRUE	FALSE
yqiG	FALSE	TRUE	FALSE
insC1	FALSE	TRUE	FALSE
insD1	FALSE	TRUE	FALSE
yqiH	FALSE	TRUE	FALSE
yqiI	FALSE	TRUE	FALSE
glgS	FALSE	TRUE	FALSE
yqiJ	FALSE	TRUE	FALSE
yqiK	FALSE	TRUE	FALSE
ibsD	FALSE	TRUE	FALSE
ibsE	FALSE	TRUE	FALSE
hldE	FALSE	FALSE	TRUE
glnE	FALSE	TRUE	FALSE
ygiF	FALSE	TRUE	FALSE
ygiM	FALSE	TRUE	FALSE
cca	TRUE	FALSE	FALSE
bacA	FALSE	TRUE	FALSE
folB	TRUE	FALSE	FALSE
plsY	FALSE	TRUE	FALSE
ttdR	FALSE	TRUE	FALSE
ttdA	FALSE	TRUE	FALSE
ttdB	FALSE	TRUE	FALSE
ttdT	FALSE	TRUE	FALSE
tsaD	TRUE	FALSE	FALSE
rpsU	TRUE	FALSE	FALSE
dnaG	TRUE	FALSE	FALSE
rpoD	TRUE	FALSE	FALSE
mug	FALSE	TRUE	FALSE
yqjH	FALSE	TRUE	FALSE
yqjI	FALSE	TRUE	FALSE
aer	FALSE	TRUE	FALSE
patA	FALSE	TRUE	FALSE
ygjH	FALSE	TRUE	FALSE
ebgR	FALSE	TRUE	FALSE
ebgA	FALSE	TRUE	FALSE
ebgC	FALSE	TRUE	FALSE
ygjI	FALSE	TRUE	FALSE
ygjJ	FALSE	TRUE	FALSE
ygjK	FALSE	TRUE	FALSE
fadH	FALSE	TRUE	FALSE
higA	TRUE	FALSE	FALSE
higB	FALSE	TRUE	FALSE
rlmG	FALSE	TRUE	FALSE
ygjP	FALSE	TRUE	FALSE
ygjQ	FALSE	TRUE	FALSE
ygjR	FALSE	TRUE	FALSE
alx	FALSE	TRUE	FALSE
sstT	FALSE	TRUE	FALSE
ygjV	FALSE	TRUE	FALSE
uxaA	FALSE	TRUE	FALSE
uxaC	FALSE	TRUE	FALSE
exuT	FALSE	TRUE	FALSE
exuR	FALSE	TRUE	FALSE
yqjA	FALSE	TRUE	FALSE
mzrA	FALSE	TRUE	FALSE
yqjC	FALSE	TRUE	FALSE
yqjD	FALSE	TRUE	FALSE
yqjE	FALSE	TRUE	FALSE
yqjK	FALSE	TRUE	FALSE
yqjF	FALSE	TRUE	FALSE
yqjG	FALSE	TRUE	FALSE
yhaH	FALSE	TRUE	FALSE
yhaI	FALSE	TRUE	FALSE
yhaJ	FALSE	TRUE	FALSE
yhaK	FALSE	TRUE	FALSE
yhaL	FALSE	TRUE	FALSE
yhaM	FALSE	TRUE	FALSE
yhaO	FALSE	TRUE	FALSE
tdcG	FALSE	TRUE	FALSE
tdcF	FALSE	TRUE	FALSE
tdcE	FALSE	TRUE	FALSE
tdcD	FALSE	TRUE	FALSE
tdcC	FALSE	TRUE	FALSE
tdcB	FALSE	TRUE	FALSE
tdcA	FALSE	TRUE	FALSE
tdcR	FALSE	TRUE	FALSE
yhaB	FALSE	TRUE	FALSE
yhaC	FALSE	TRUE	FALSE
garK	FALSE	TRUE	FALSE
garR	FALSE	TRUE	FALSE
garL	FALSE	TRUE	FALSE
garP	FALSE	TRUE	FALSE
garD	FALSE	TRUE	FALSE
prlF	FALSE	TRUE	FALSE
yhaV	FALSE	TRUE	FALSE
agaR	FALSE	TRUE	FALSE
kbaZ	FALSE	TRUE	FALSE
agaV	FALSE	TRUE	FALSE
agaW	FALSE	TRUE	FALSE
agaA	FALSE	TRUE	FALSE
agaS	FALSE	TRUE	FALSE
kbaY	FALSE	TRUE	FALSE
agaB	FALSE	TRUE	FALSE
agaC	FALSE	TRUE	FALSE
agaD	FALSE	TRUE	FALSE
agaI	FALSE	TRUE	FALSE
yraH	FALSE	TRUE	FALSE
yraI	FALSE	TRUE	FALSE
yraJ	FALSE	TRUE	FALSE
yraK	FALSE	TRUE	FALSE
rsmI	FALSE	TRUE	FALSE
lpoA	FALSE	TRUE	FALSE
yraN	FALSE	TRUE	FALSE
diaA	FALSE	TRUE	FALSE
yraP	FALSE	TRUE	FALSE
yraQ	FALSE	TRUE	FALSE
yraR	FALSE	TRUE	FALSE
yhbO	FALSE	TRUE	FALSE
yhbP	FALSE	TRUE	FALSE
yhbQ	FALSE	TRUE	FALSE
yhbS	FALSE	TRUE	FALSE
yhbT	FALSE	TRUE	FALSE
yhbU	FALSE	TRUE	FALSE
yhbV	FALSE	TRUE	FALSE
yhbW	FALSE	TRUE	FALSE
mtr	FALSE	TRUE	FALSE
deaD	FALSE	TRUE	FALSE
yrbN	FALSE	TRUE	FALSE
nlpI	FALSE	TRUE	FALSE
pnp	FALSE	FALSE	TRUE
rpsO	TRUE	FALSE	FALSE
truB	FALSE	TRUE	FALSE
rbfA	FALSE	FALSE	TRUE
infB	TRUE	FALSE	FALSE
nusA	TRUE	FALSE	FALSE
rimP	FALSE	TRUE	FALSE
argG	FALSE	TRUE	FALSE
yhbX	FALSE	TRUE	FALSE
secG	FALSE	TRUE	FALSE
glmM	TRUE	FALSE	FALSE
folP	TRUE	FALSE	FALSE
ftsH	TRUE	FALSE	FALSE
rlmE	TRUE	FALSE	FALSE
yhbY	FALSE	TRUE	FALSE
greA	FALSE	TRUE	FALSE
dacB	FALSE	TRUE	FALSE
obgE	TRUE	FALSE	FALSE
yhbE	FALSE	TRUE	FALSE
rpmA	TRUE	FALSE	FALSE
rplU	TRUE	FALSE	FALSE
ispB	TRUE	FALSE	FALSE
sfsB	FALSE	TRUE	FALSE
murA	TRUE	FALSE	FALSE
ibaG	FALSE	TRUE	FALSE
mlaB	FALSE	TRUE	FALSE
mlaC	FALSE	TRUE	FALSE
mlaD	FALSE	TRUE	FALSE
mlaE	FALSE	TRUE	FALSE
mlaF	FALSE	TRUE	FALSE
yrbG	FALSE	TRUE	FALSE
kdsD	FALSE	TRUE	FALSE
kdsC	FALSE	TRUE	FALSE
lptC	FALSE	TRUE	FALSE
lptA	FALSE	FALSE	TRUE
lptB	TRUE	FALSE	FALSE
rpoN	FALSE	TRUE	FALSE
hpf	FALSE	TRUE	FALSE
ptsN	FALSE	TRUE	FALSE
yhbJ	FALSE	TRUE	FALSE
npr	FALSE	TRUE	FALSE
yrbL	FALSE	TRUE	FALSE
mtgA	FALSE	TRUE	FALSE
elbB	FALSE	TRUE	FALSE
arcB	FALSE	TRUE	FALSE
yhcC	FALSE	TRUE	FALSE
gltB	FALSE	TRUE	FALSE
gltD	FALSE	TRUE	FALSE
gltF	FALSE	TRUE	FALSE
yhcA	FALSE	TRUE	FALSE
yhcD	FALSE	TRUE	FALSE
yhcE	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
yhcF	FALSE	TRUE	FALSE
yhcG	FALSE	TRUE	FALSE
yhcH	FALSE	TRUE	FALSE
nanK	FALSE	TRUE	FALSE
nanE	FALSE	TRUE	FALSE
nanT	FALSE	TRUE	FALSE
nanA	FALSE	TRUE	FALSE
nanR	FALSE	TRUE	FALSE
dcuD	FALSE	TRUE	FALSE
sspB	FALSE	TRUE	FALSE
sspA	FALSE	TRUE	FALSE
rpsI	TRUE	FALSE	FALSE
rplM	TRUE	FALSE	FALSE
yhcM	FALSE	TRUE	FALSE
yhcB	FALSE	TRUE	FALSE
degQ	FALSE	TRUE	FALSE
degS	TRUE	FALSE	FALSE
mdh	FALSE	TRUE	FALSE
argR	FALSE	TRUE	FALSE
yhcN	FALSE	TRUE	FALSE
yhcO	FALSE	TRUE	FALSE
aaeB	FALSE	TRUE	FALSE
aaeA	FALSE	TRUE	FALSE
aaeX	FALSE	TRUE	FALSE
aaeR	FALSE	TRUE	FALSE
tldD	FALSE	TRUE	FALSE
yhdP	FALSE	TRUE	FALSE
rng	FALSE	TRUE	FALSE
yhdE	FALSE	TRUE	FALSE
mreD	FALSE	FALSE	TRUE
mreC	FALSE	FALSE	TRUE
mreB	TRUE	FALSE	FALSE
csrD	FALSE	TRUE	FALSE
acuI	FALSE	TRUE	FALSE
yrdF	FALSE	TRUE	FALSE
yrdE	FALSE	TRUE	FALSE
accB	TRUE	FALSE	FALSE
accC	TRUE	FALSE	FALSE
yhdT	FALSE	TRUE	FALSE
panF	FALSE	TRUE	FALSE
prmA	FALSE	TRUE	FALSE
dusB	FALSE	TRUE	FALSE
fis	FALSE	TRUE	FALSE
yhdJ	FALSE	TRUE	FALSE
yhdU	FALSE	TRUE	FALSE
acrS	FALSE	TRUE	FALSE
acrE	FALSE	TRUE	FALSE
acrF	FALSE	TRUE	FALSE
yhdV	FALSE	TRUE	FALSE
yhdW	FALSE	TRUE	FALSE
yhdX	FALSE	TRUE	FALSE
yhdY	FALSE	TRUE	FALSE
yhdZ	FALSE	TRUE	FALSE
yrdA	FALSE	TRUE	FALSE
yrdB	FALSE	TRUE	FALSE
aroE	FALSE	TRUE	FALSE
tsaC	TRUE	FALSE	FALSE
yrdD	FALSE	TRUE	FALSE
smg	FALSE	TRUE	FALSE
smf	FALSE	TRUE	FALSE
def	TRUE	FALSE	FALSE
fmt	TRUE	FALSE	FALSE
rsmB	FALSE	TRUE	FALSE
trkA	FALSE	TRUE	FALSE
mscL	FALSE	TRUE	FALSE
arfA	FALSE	TRUE	FALSE
zntR	FALSE	TRUE	FALSE
yhdN	FALSE	TRUE	FALSE
rplQ	TRUE	FALSE	FALSE
rpoA	TRUE	FALSE	FALSE
rpsD	TRUE	FALSE	FALSE
rpsK	TRUE	FALSE	FALSE
rpsM	TRUE	FALSE	FALSE
rpmJ	TRUE	FALSE	FALSE
secY	TRUE	FALSE	FALSE
rplO	TRUE	FALSE	FALSE
rpmD	TRUE	FALSE	FALSE
rpsE	TRUE	FALSE	FALSE
rplR	TRUE	FALSE	FALSE
rplF	TRUE	FALSE	FALSE
rpsH	TRUE	FALSE	FALSE
rpsN	TRUE	FALSE	FALSE
rplE	TRUE	FALSE	FALSE
rplX	TRUE	FALSE	FALSE
rplN	TRUE	FALSE	FALSE
rpsQ	TRUE	FALSE	FALSE
rpmC	TRUE	FALSE	FALSE
rplP	TRUE	FALSE	FALSE
rpsC	TRUE	FALSE	FALSE
rplV	TRUE	FALSE	FALSE
rpsS	TRUE	FALSE	FALSE
rplB	TRUE	FALSE	FALSE
rplW	TRUE	FALSE	FALSE
rplD	TRUE	FALSE	FALSE
rplC	TRUE	FALSE	FALSE
rpsJ	TRUE	FALSE	FALSE
gspB	FALSE	TRUE	FALSE
gspA	FALSE	TRUE	FALSE
gspC	FALSE	TRUE	FALSE
gspD	FALSE	TRUE	FALSE
gspE	FALSE	TRUE	FALSE
gspF	FALSE	TRUE	FALSE
gspG	FALSE	TRUE	FALSE
gspH	FALSE	TRUE	FALSE
gspI	FALSE	TRUE	FALSE
gspJ	FALSE	TRUE	FALSE
gspK	FALSE	TRUE	FALSE
gspL	FALSE	TRUE	FALSE
gspM	FALSE	TRUE	FALSE
gspO	FALSE	TRUE	FALSE
bfr	FALSE	TRUE	FALSE
bfd	FALSE	TRUE	FALSE
chiA	FALSE	TRUE	FALSE
tufA	FALSE	TRUE	FALSE
fusA	TRUE	FALSE	FALSE
rpsG	TRUE	FALSE	FALSE
rpsL	TRUE	FALSE	FALSE
tusB	FALSE	FALSE	TRUE
tusC	TRUE	FALSE	FALSE
tusD	FALSE	FALSE	TRUE
yheO	FALSE	TRUE	FALSE
fkpA	FALSE	TRUE	FALSE
slyX	FALSE	TRUE	FALSE
slyD	FALSE	TRUE	FALSE
yheV	FALSE	TRUE	FALSE
kefB	FALSE	TRUE	FALSE
kefG	FALSE	TRUE	FALSE
yheS	FALSE	TRUE	FALSE
yheT	FALSE	TRUE	FALSE
yheU	FALSE	TRUE	FALSE
prkB	FALSE	TRUE	FALSE
yhfA	FALSE	TRUE	FALSE
crp	TRUE	FALSE	FALSE
yhfK	FALSE	TRUE	FALSE
argD	FALSE	TRUE	FALSE
pabA	FALSE	TRUE	FALSE
fic	FALSE	TRUE	FALSE
yhfG	FALSE	TRUE	FALSE
ppiA	FALSE	TRUE	FALSE
tsgA	FALSE	TRUE	FALSE
nirB	FALSE	TRUE	FALSE
nirD	FALSE	TRUE	FALSE
nirC	FALSE	TRUE	FALSE
cysG	FALSE	TRUE	FALSE
yhfL	FALSE	TRUE	FALSE
frlA	FALSE	TRUE	FALSE
frlB	FALSE	TRUE	FALSE
frlC	FALSE	TRUE	FALSE
frlD	FALSE	TRUE	FALSE
frlR	FALSE	TRUE	FALSE
yhfS	FALSE	TRUE	FALSE
yhfT	FALSE	TRUE	FALSE
yhfU	FALSE	TRUE	FALSE
php	FALSE	TRUE	FALSE
yhfW	FALSE	TRUE	FALSE
yhfX	FALSE	TRUE	FALSE
yhfY	FALSE	TRUE	FALSE
yhfZ	FALSE	TRUE	FALSE
trpS	TRUE	FALSE	FALSE
gph	FALSE	TRUE	FALSE
rpe	TRUE	FALSE	FALSE
dam	FALSE	TRUE	FALSE
damX	FALSE	TRUE	FALSE
aroB	FALSE	TRUE	FALSE
aroK	FALSE	TRUE	FALSE
hofQ	FALSE	TRUE	FALSE
hofP	FALSE	TRUE	FALSE
hofO	FALSE	TRUE	FALSE
hofN	FALSE	TRUE	FALSE
hofM	FALSE	TRUE	FALSE
mrcA	FALSE	TRUE	FALSE
nudE	FALSE	TRUE	FALSE
yrfF	TRUE	FALSE	FALSE
yrfG	FALSE	TRUE	FALSE
hslR	FALSE	TRUE	FALSE
hslO	FALSE	TRUE	FALSE
yhgE	FALSE	TRUE	FALSE
pck	FALSE	TRUE	FALSE
envZ	FALSE	TRUE	FALSE
ompR	FALSE	TRUE	FALSE
greB	FALSE	TRUE	FALSE
yhgF	FALSE	TRUE	FALSE
feoA	FALSE	TRUE	FALSE
feoB	FALSE	TRUE	FALSE
feoC	FALSE	TRUE	FALSE
yhgA	FALSE	TRUE	FALSE
bioH	FALSE	TRUE	FALSE
gntX	FALSE	TRUE	FALSE
nfuA	FALSE	TRUE	FALSE
gntT	FALSE	TRUE	FALSE
malQ	FALSE	TRUE	FALSE
malP	FALSE	TRUE	FALSE
malT	FALSE	TRUE	FALSE
rtcA	FALSE	TRUE	FALSE
rtcB	FALSE	TRUE	FALSE
rtcR	FALSE	TRUE	FALSE
glpR	FALSE	TRUE	FALSE
glpG	FALSE	TRUE	FALSE
glpE	FALSE	TRUE	FALSE
glpD	FALSE	TRUE	FALSE
yzgL	FALSE	TRUE	FALSE
glgP	FALSE	TRUE	FALSE
glgA	FALSE	TRUE	FALSE
glgC	FALSE	TRUE	FALSE
glgX	FALSE	TRUE	FALSE
glgB	FALSE	TRUE	FALSE
asd	TRUE	FALSE	FALSE
yhgN	FALSE	TRUE	FALSE
gntU	FALSE	TRUE	FALSE
gntK	FALSE	TRUE	FALSE
gntR	FALSE	TRUE	FALSE
yhhW	FALSE	TRUE	FALSE
yhhX	FALSE	TRUE	FALSE
yhhY	FALSE	TRUE	FALSE
yhhZ	FALSE	TRUE	FALSE
yrhA	FALSE	TRUE	FALSE
insA	FALSE	TRUE	FALSE
insB1	FALSE	TRUE	FALSE
yrhB	FALSE	TRUE	FALSE
ggt	FALSE	TRUE	FALSE
yhhA	FALSE	TRUE	FALSE
ugpQ	FALSE	TRUE	FALSE
ugpC	FALSE	TRUE	FALSE
ugpE	FALSE	TRUE	FALSE
ugpA	FALSE	TRUE	FALSE
ugpB	FALSE	TRUE	FALSE
livF	FALSE	TRUE	FALSE
livG	FALSE	TRUE	FALSE
livM	FALSE	TRUE	FALSE
livH	FALSE	TRUE	FALSE
livK	FALSE	TRUE	FALSE
panM	FALSE	TRUE	FALSE
livJ	FALSE	TRUE	FALSE
rpoH	TRUE	FALSE	FALSE
ftsX	FALSE	TRUE	FALSE
ftsE	FALSE	TRUE	FALSE
ftsY	TRUE	FALSE	FALSE
rsmD	FALSE	TRUE	FALSE
yhhL	FALSE	TRUE	FALSE
yhhM	FALSE	TRUE	FALSE
yhhN	FALSE	TRUE	FALSE
zntA	FALSE	TRUE	FALSE
tusA	FALSE	FALSE	TRUE
yhhQ	FALSE	TRUE	FALSE
dcrB	FALSE	TRUE	FALSE
yhhS	FALSE	TRUE	FALSE
yhhT	FALSE	TRUE	FALSE
acpT	FALSE	TRUE	FALSE
nikA	FALSE	TRUE	FALSE
nikB	FALSE	TRUE	FALSE
nikC	FALSE	TRUE	FALSE
nikD	FALSE	TRUE	FALSE
nikE	FALSE	TRUE	FALSE
nikR	FALSE	TRUE	FALSE
rhsB	FALSE	TRUE	FALSE
yhhH	FALSE	TRUE	FALSE
yrhC	FALSE	TRUE	FALSE
yhhI	FALSE	TRUE	FALSE
yhhJ	FALSE	TRUE	FALSE
rbbA	FALSE	TRUE	FALSE
yhiI	FALSE	TRUE	FALSE
yhiJ	FALSE	TRUE	FALSE
yhiL	FALSE	TRUE	FALSE
yhiM	FALSE	TRUE	FALSE
yhiN	FALSE	TRUE	FALSE
pitA	FALSE	TRUE	FALSE
uspB	FALSE	TRUE	FALSE
uspA	FALSE	TRUE	FALSE
dtpB	FALSE	TRUE	FALSE
rsmJ	FALSE	TRUE	FALSE
prlC	FALSE	TRUE	FALSE
rlmJ	FALSE	TRUE	FALSE
gor	FALSE	TRUE	FALSE
dinQ	FALSE	TRUE	FALSE
arsR	FALSE	TRUE	FALSE
arsB	FALSE	TRUE	FALSE
arsC	FALSE	TRUE	FALSE
yhiS	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
slp	FALSE	TRUE	FALSE
dctR	FALSE	TRUE	FALSE
yhiD	FALSE	TRUE	FALSE
hdeB	FALSE	TRUE	FALSE
hdeA	FALSE	TRUE	FALSE
hdeD	FALSE	TRUE	FALSE
gadE	FALSE	TRUE	FALSE
mdtE	FALSE	TRUE	FALSE
mdtF	FALSE	TRUE	FALSE
gadW	FALSE	TRUE	FALSE
gadX	FALSE	TRUE	FALSE
gadA	FALSE	TRUE	FALSE
yhjA	FALSE	TRUE	FALSE
treF	FALSE	TRUE	FALSE
yhjB	FALSE	TRUE	FALSE
yhjC	FALSE	TRUE	FALSE
yhjD	FALSE	TRUE	FALSE
yhjE	FALSE	TRUE	FALSE
yhjG	FALSE	TRUE	FALSE
yhjH	FALSE	TRUE	FALSE
kdgK	FALSE	TRUE	FALSE
yhjJ	FALSE	TRUE	FALSE
dctA	FALSE	TRUE	FALSE
yhjK	FALSE	TRUE	FALSE
bcsC	FALSE	TRUE	FALSE
bcsZ	FALSE	TRUE	FALSE
bcsB	FALSE	TRUE	FALSE
bcsA	FALSE	TRUE	FALSE
bcsQ	FALSE	TRUE	FALSE
yhjR	FALSE	TRUE	FALSE
bcsE	FALSE	TRUE	FALSE
bcsF	FALSE	TRUE	FALSE
bcsG	FALSE	TRUE	FALSE
ldrD	FALSE	TRUE	FALSE
yhjV	FALSE	TRUE	FALSE
dppF	FALSE	TRUE	FALSE
dppD	FALSE	TRUE	FALSE
dppC	FALSE	TRUE	FALSE
dppB	FALSE	TRUE	FALSE
dppA	FALSE	TRUE	FALSE
eptB	FALSE	TRUE	FALSE
yhjX	FALSE	TRUE	FALSE
yhjY	FALSE	TRUE	FALSE
tag	FALSE	TRUE	FALSE
yiaC	FALSE	TRUE	FALSE
bisC	FALSE	TRUE	FALSE
yiaD	FALSE	TRUE	FALSE
ghrB	FALSE	TRUE	FALSE
yiaF	FALSE	TRUE	FALSE
yiaG	FALSE	TRUE	FALSE
cspA	FALSE	TRUE	FALSE
mokA	FALSE	TRUE	FALSE
hokA	FALSE	TRUE	FALSE
insJ	FALSE	TRUE	FALSE
insK	FALSE	TRUE	FALSE
glyS	TRUE	FALSE	FALSE
glyQ	TRUE	FALSE	FALSE
ysaB	FALSE	TRUE	FALSE
wecH	FALSE	TRUE	FALSE
yiaA	FALSE	TRUE	FALSE
yiaB	FALSE	TRUE	FALSE
xylB	FALSE	TRUE	FALSE
xylA	FALSE	TRUE	FALSE
xylF	FALSE	TRUE	FALSE
xylG	FALSE	TRUE	FALSE
xylH	FALSE	TRUE	FALSE
xylR	FALSE	TRUE	FALSE
bax	FALSE	TRUE	FALSE
malS	FALSE	TRUE	FALSE
avtA	FALSE	TRUE	FALSE
ysaA	FALSE	TRUE	FALSE
yiaJ	FALSE	TRUE	FALSE
yiaK	FALSE	TRUE	FALSE
yiaL	FALSE	TRUE	FALSE
yiaM	FALSE	TRUE	FALSE
yiaN	FALSE	TRUE	FALSE
yiaO	FALSE	TRUE	FALSE
lyxK	FALSE	TRUE	FALSE
sgbH	FALSE	TRUE	FALSE
sgbU	FALSE	TRUE	FALSE
sgbE	FALSE	TRUE	FALSE
ysaC	FALSE	TRUE	FALSE
ysaD	FALSE	TRUE	FALSE
yiaT	FALSE	TRUE	FALSE
yiaU	FALSE	TRUE	FALSE
yiaV	FALSE	TRUE	FALSE
yiaW	FALSE	TRUE	FALSE
aldB	FALSE	TRUE	FALSE
yiaY	FALSE	TRUE	FALSE
selB	FALSE	TRUE	FALSE
selA	FALSE	TRUE	FALSE
yibF	FALSE	TRUE	FALSE
rhsA	FALSE	TRUE	FALSE
yibA	FALSE	TRUE	FALSE
rhsJ	FALSE	TRUE	FALSE
yibG	FALSE	TRUE	FALSE
yibS	FALSE	TRUE	FALSE
yibW	FALSE	TRUE	FALSE
yibV	FALSE	FALSE	TRUE
yibU	FALSE	TRUE	FALSE
yibH	FALSE	TRUE	FALSE
yibI	FALSE	TRUE	FALSE
mtlA	FALSE	TRUE	FALSE
mtlD	FALSE	TRUE	FALSE
mtlR	FALSE	TRUE	FALSE
yibT	FALSE	TRUE	FALSE
yibL	FALSE	TRUE	FALSE
lldP	FALSE	TRUE	FALSE
lldR	FALSE	TRUE	FALSE
lldD	FALSE	TRUE	FALSE
trmL	FALSE	TRUE	FALSE
cysE	FALSE	TRUE	FALSE
gpsA	TRUE	FALSE	FALSE
secB	FALSE	TRUE	FALSE
grxC	FALSE	TRUE	FALSE
yibN	FALSE	TRUE	FALSE
gpmM	FALSE	TRUE	FALSE
envC	FALSE	TRUE	FALSE
yibQ	FALSE	TRUE	FALSE
waaH	FALSE	TRUE	FALSE
tdh	FALSE	TRUE	FALSE
kbl	FALSE	TRUE	FALSE
yibB	FALSE	TRUE	FALSE
hldD	FALSE	TRUE	FALSE
waaF	FALSE	TRUE	FALSE
waaC	FALSE	TRUE	FALSE
waaL	FALSE	TRUE	FALSE
waaU	FALSE	TRUE	FALSE
waaZ	FALSE	TRUE	FALSE
waaY	FALSE	TRUE	FALSE
waaJ	FALSE	TRUE	FALSE
waaR	FALSE	TRUE	FALSE
waaB	FALSE	TRUE	FALSE
waaS	FALSE	TRUE	FALSE
waaP	FALSE	TRUE	FALSE
waaG	FALSE	TRUE	FALSE
waaQ	FALSE	TRUE	FALSE
waaA	TRUE	FALSE	FALSE
coaD	TRUE	FALSE	FALSE
mutM	FALSE	TRUE	FALSE
rpmG	FALSE	TRUE	FALSE
rpmB	TRUE	FALSE	FALSE
yicR	FALSE	TRUE	FALSE
dfp	TRUE	FALSE	FALSE
dut	TRUE	FALSE	FALSE
slmA	FALSE	TRUE	FALSE
pyrE	FALSE	TRUE	FALSE
rph	FALSE	TRUE	FALSE
yicC	FALSE	TRUE	FALSE
dinD	FALSE	TRUE	FALSE
yicG	FALSE	TRUE	FALSE
ligB	FALSE	TRUE	FALSE
gmk	TRUE	FALSE	FALSE
rpoZ	FALSE	TRUE	FALSE
spoT	FALSE	TRUE	FALSE
